city,lat,lng,country
Telkap,24.7048,84.0093,India
Pottireddippatti,11.1659,78.2708,India
Jhundo,24.7756,86.2473,India
Kochgawan,25.0431,85.6279,India
Ghatawan,25.0968,83.7266,India
Galsi,23.3427,87.6885,India
Kawadgaon,17.91,77.53,India
Musapur,25.6821,85.7346,India
Khuran Milik,25.6,86.8679,India
Pama,25.8122,86.8474,India
Ghagga,30.0198,76.1041,India
Durpalli,18.5967,78.4517,India
Kattari,11.4593,77.7263,India
Tiruvalam,12.9825,79.2661,India
Tiruppalaikudi,9.5461,78.9172,India
Charne,26.1185,87.0754,India
Palakollu,16.516,81.723,India
Yelpur,18.7651,78.3953,India
Sidhap Kalan,26.5456,86.2346,India
Telsang,16.72,75.06,India
Maheshram,25.2874,87.4124,India
Dhanwar,24.4107,85.9818,India
Kuttattuppatti,10.3759,77.8972,India
Karukkalvadi,11.6714,78.0126,India
Khaira,24.8727,86.2089,India
Saharbani,25.7201,86.41,India
Elchuru,16.0813,79.9269,India
Ekma,26.0541,86.6121,India
Thevur,11.524,77.7539,India
Punjai Turaiyampalaiyam,11.5142,77.4234,India
Nalgora,22.0346,88.4743,India
Sulibele,13.1667,77.8,India
Ratauli,26.1861,86.7104,India
Bardipuram,18.6431,78.1584,India
Champua,22.0667,85.6658,India
Barahi,25.9725,86.7452,India
Yargatti,15.9667,75.0167,India
Gurwalia Biswas,26.8372,84.4687,India
Karebilachi,14.1449,75.9032,India
Chirak,30.7206,75.1718,India
Tirumayam,10.2449,78.7464,India
Konnur,15.8595,75.4955,India
Sankhavaram,17.2704,82.3445,India
Ramchandarpur,25.2365,86.1459,India
Allahdurg,17.9667,77.9167,India
Mudki,30.78,74.8811,India
Satai,24.722,79.631,India
Kasba,25.5856,88.1122,India
Uttukkuli,11.1689,77.4543,India
Palamedu,10.105,78.1134,India
Vadamugam Vellodu,11.2366,77.6617,India
Talupula,14.25,78.2667,India
Sendurai,11.253,79.172,India
Chittarkottal,9.4276,78.9015,India
Parwaha,26.2336,87.2197,India
Vargaur,11.1452,78.3477,India
Rolla,13.8331,77.1,India
Honwada,16.8111,77.9199,India
Tyamagondal,13.2137,77.301,India
Barahpur,25.4192,85.8762,India
Devgeri,14.8512,75.3705,India
Chaoke,30.1847,75.3362,India
Hullahalli,12.1,76.55,India
Masdi,25.2441,86.7233,India
Walur,19.4872,76.5561,India
Pattanam,11.4728,78.2109,India
Chota Mollakhali,22.2177,88.8957,India
Pareo,25.5582,84.8017,India
Sakkamapatti,9.925,77.6039,India
Itikalapalle,14.6013,77.6582,India
Ganga Sagar,21.6571,88.08,India
Kowdalli,12.067,77.4438,India
Banavar,13.4167,76.1667,India
Madhuban,25.8948,87.1093,India
Kamargani,22.5475,88.6606,India
Errahalli,12.3911,78.2232,India
Draksharama,16.7928,82.0635,India
Erraguntla,15.2821,78.5106,India
Pudimadaka,17.5,83.0167,India
Duraiswamipuram,9.4233,77.7203,India
Raibhir,25.9978,86.8781,India
Potukonda,17.2708,81.754,India
Pottipuram,9.9709,77.2137,India
Kapasiawan,25.2783,85.2869,India
Sokhodewara,24.8358,85.8725,India
Mishrikot,15.2465,75.0567,India
Painal,25.59,84.9304,India
Sahidganj,25.6627,87.0976,India
Chicholi,22.01,77.66,India
Kusumha,25.1859,85.9234,India
Banagi,13.61,75.53,India
Thepaha Raja Ram,26.2229,84.2523,India
Kaza,16.3887,80.5412,India
Jalkaura,25.5034,86.3671,India
Imani,16.3302,80.658,India
Nallamada,14.2164,77.9944,India
Palsud,21.8262,74.9691,India
Moda,13.8246,77.4421,India
Ramabhadrapuram,18.5,83.2833,India
Banta,24.1025,88.2864,India
Jalalpur,26.0433,84.5041,India
Aroali,23.9146,88.1464,India
Dhamsain,26.0938,86.2541,India
Kamalapuram,18.16,79.5406,India
Maruteru,16.6237,81.7394,India
Hardia,25.8657,86.2176,India
Siktiahi,26.4812,86.4023,India
Sangam,14.5956,79.7428,India
Kasavanampatti,10.3692,77.8699,India
Karuvelampatti,9.8448,78.0451,India
Nadendla,16.2186,80.1972,India
Kilminnal,12.9447,79.2514,India
Kothri Kalan,23.0722,76.8296,India
Bobil,25.6269,86.8069,India
Rampur Kalan,26.1649,77.4691,India
Katalpur,26.2255,84.7608,India
Pipalrawan,23.1625,76.4704,India
Bisaria,25.9789,87.1003,India
Tadhwa Nandpur,26.7556,84.4326,India
Raipur Buzurg,25.7118,85.6956,India
Nathpur,26.3261,87.0916,India
Mankur,23.4312,87.5578,India
Swarna,15.8542,80.2858,India
Uchagaon,15.88,74.56,India
Padiyur,10.4234,78.0254,India
Pipraun,26.599,85.9356,India
Petua,22.4143,88.4489,India
Suhagi,23.2206,79.9569,India
Mahadeopur,18.7316,79.9837,India
Gokinepalle,16.9228,79.7828,India
Tanippadi,12.1078,78.834,India
Rajagiri,10.9333,79.2333,India
Ilami,24.6776,87.8804,India
Karadichittur,11.8289,78.8758,India
Marudur,11.2346,76.9064,India
Kerap,24.8332,84.614,India
Bairiya,26.3392,84.8236,India
Besagarahalli,12.6333,77,India
Bhadsara,25.3696,84.8444,India
Hajipur,25.2657,87.5019,India
Maraneri,9.4333,77.75,India
Barahra,26.2356,86.5615,India
Urlaha,25.744,87.0929,India
Chandur,16.98,79.06,India
Pandaravadai,10.9133,79.2419,India
Kumbhari,21.2088,83.6467,India
Ekamba,25.9689,87.5741,India
Chinna Annaluru,14.8913,79.6761,India
Ekchari,25.2093,87.2159,India
Yairipok,24.6779,94.0477,India
Mianpur Dubauli,26.7381,84.4661,India
Kongaralli,12.15,77.1,India
Arakeri,16.9181,75.695,India
Amjhera,22.5578,75.1185,India
Kumaravadi,10.5264,78.3118,India
Matsavaram,16.527,79.892,India
Aliganj,24.9365,85.925,India
Gainrha,25.9916,87.4648,India
Tiri,25.8871,86.6757,India
Apparaopeta,16.8987,81.5684,India
Karapa,16.9,82.1667,India
Narot Mehra,32.2673,75.5647,India
Akhnur,32.8667,74.7333,India
Kataha,26.7159,84.9424,India
Asahni,26.0079,84.4799,India
Mittahalli,12.421,78.1991,India
Rampur,25.8864,86.9547,India
Alipur,18.8621,78.8754,India
Mocharim,24.6794,84.9905,India
Singoli,24.9667,75.3,India
Janapul,22.8615,88.6868,India
Barhi,26.4629,86.2771,India
Kaunra,25.5231,84.5575,India
Gorha,26.2267,86.9349,India
Dhilwan,31.5143,75.3457,India
Pallattur,10.1461,78.8031,India
Ujjini,14.91,76.4,India
Karimpur,23.9667,88.6167,India
Shahmirpet,17.5947,78.5749,India
Mahalgaon,26.0466,87.5774,India
Khokri Kalan,30.8456,75.3307,India
Anavatti,14.5645,75.1523,India
Marreddipalli,17.7989,78.805,India
Paraippatti,10.3144,77.8601,India
Baltara,25.5116,86.7232,India
Borna,25.4373,86.6172,India
Amayan,26.3205,78.7581,India
Kishunpur,25.7947,86.8237,India
Puligunta,12.4395,78.3625,India
Pasraha,25.3973,86.7034,India
Saraiya,24.8012,84.0816,India
Pai Bigha,25.0511,84.9226,India
Sansa,25.0291,84.4597,India
Op,25.2092,85.3019,India
Jhitkahiya,26.786,84.8858,India
Jhundpura,26.3473,77.501,India
Khaspur,25.6466,84.9936,India
Pragadavaram,17.0167,81.0167,India
Hulgur,15.0833,75.2833,India
Vellipalaiyam,11.3314,76.9813,India
Taiyur,12.7833,80.1833,India
Manrar,25.8895,85.0643,India
Abbigeri,15.5862,75.7502,India
Tripurantakam,16.0007,79.4563,India
Belvadi,15.79,74.75,India
Munagapaka,17.639,82.992,India
Punacha,12.9,75.03,India
Danau Kandimarg,33.5646,74.9754,India
Belao,25.1476,85.7377,India
Kotharpettai,12.678,78.6243,India
Kalanivasal,10.07,78.78,India
Angalakuduru Malepalle,16.2392,80.6117,India
Bithauli,26.0219,86.0793,India
Majhariya,26.8696,84.8771,India
Haripur,26.258,87.242,India
Hemavati,14.0232,76.995,India
Vadakadu,10.3418,79.0609,India
Kondakomarla,14.0678,77.9561,India
Chinnamandem,13.9419,78.6814,India
Hosahalli,15.314,76.3151,India
Khapdeh,26.2706,87.1993,India
Deokali,25.9068,86.1111,India
Nariar,25.8875,86.5632,India
Sankhavaram,15.0497,78.9836,India
Siswar,26.4292,86.4586,India
Bommarbettu,13.339,74.8784,India
Nallippalaiyam,11.2388,78.1495,India
Enumulapalle,14.1446,77.8166,India
Mutukuru,16.3829,79.4664,India
Kattipudi,17.25,82.3333,India
Kalyanpur,26.4802,84.1789,India
Daulatpur,25.3682,87.8983,India
Dighawani,22.2061,78.8135,India
Bela,26.4989,86.3242,India
Perumpandi,10.9808,79.3839,India
Semri,22.6833,78.0833,India
Sirugudi,10.2627,78.3088,India
Shahar Telpa,25.133,84.6533,India
Ketugram,23.6957,88.0414,India
Velappadi,12.6499,79.3151,India
Koppaka,16.7494,81.0311,India
Mandrem,15.6581,73.7131,India
Rajiana,30.6923,75.0902,India
Patlur,11.6,77.6,India
Bassian,30.6559,75.5389,India
Kanur,17.0318,75.7022,India
Ramgarha,25.7983,84.9592,India
Gohi Bishunpur,25.9275,85.8626,India
Gangaur,26.5666,85.8821,India
Kombai,10.6143,78.1212,India
Khajuri,26.063,87.1341,India
Karath,25.201,84.3672,India
Nanjundapuram,11.0857,76.8726,India
Madhuban Bediban,26.5062,84.9951,India
Panrepatti,25.5537,83.9775,India
Gok,27.1065,88.2459,India
Gudlavalleru,16.35,81.05,India
Narmeta,17.8861,79.1611,India
Jaladurgam,15.284,77.9001,India
Kurdi,16.0511,77.2114,India
Dhanur Kalyanwadi,17.77,77.14,India
Bodippatti,10.5642,77.2336,India
Paittur,11.5356,78.5749,India
Gajiginhalu,15.6969,76.6647,India
Madathapatti,9.1321,77.4245,India
Ratnahalli,12.1922,76.6653,India
Hansa,26.0911,87.3089,India
Sultanpur,29.16,79.06,India
Suhiya,25.6482,84.3916,India
Tettuppatti,10.3979,77.8225,India
Kulrian,29.7994,75.6827,India
Bhawanandpur,25.54,86.103,India
Munnuru,12.9,75.03,India
Janpur,25.2958,84.8789,India
Vikrutamala,13.6206,79.5642,India
Shahpur Chaumukhi,25.7683,86.9049,India
Kotur,17.1447,78.2886,India
Ramareddi,18.411,78.3674,India
Gudibanda,13.9753,77.1046,India
Pithaura,26.262,87.0983,India
Tekkattur,10.2997,78.7884,India
Katra,32.9917,74.9319,India
Komarolu,15.2667,79,India
Valaparla,15.9167,80.05,India
Hariana,31.6351,75.8389,India
Tokkavadi,11.3702,77.8412,India
Yedrami,16.8667,76.5333,India
Sorbhog,26.5,90.87,India
Ghattu,13.6602,78.3331,India
Gairtganj,23.4102,78.2208,India
Garhi,24.7904,86.0768,India
Kharika,25.7173,85.1256,India
Shampur,23.4032,77.3465,India
Kakhandiki,16.601,75.6405,India
Vembur,10.5893,78.0709,India
Dasai,22.72,75.1321,India
Aravelli,18.719,79.0262,India
Kadanganeri,8.92,77.55,India
Chuhr Chak,30.7775,75.3628,India
Devi Hosur,14.7858,75.3335,India
Nawada,25.5037,85.7325,India
Gangapur,25.8565,86.9496,India
Kanhai,25.9761,86.2898,India
Puduppatti,9.6171,77.6375,India
Akbarpur,24.6281,83.9199,India
Pattiswaram,10.9253,79.3424,India
Uchti,25.9197,86.2544,India
Pipra,26.346,87.2916,India
Kaimuh,33.7197,75.0811,India
Jaipur,23.4313,86.1493,India
Oppatavadi,12.569,78.3992,India
Hombal,15.5164,75.5556,India
Mallan,30.4015,74.7365,India
Tivim,15.6,73.8,India
Aurahi,25.8263,87.1365,India
Dibraghani,25.8261,87.0664,India
Isnapuram,17.5443,78.3486,India
Paikpara,24.3149,87.8503,India
Chandera,25.0829,78.9784,India
Dasaut,25.8997,86.0964,India
Simarbani,26.1953,87.1769,India
Jhonkar,23.2361,76.1814,India
Mangrawan,25.0929,84.3912,India
Kamepalle,16.5191,79.835,India
Narkatpalli,17.203,79.195,India
Sangi,26.3237,86.4481,India
Tarabha,20.7325,83.6744,India
Sisai,23.1794,84.7582,India
Raitar,25.0577,85.5366,India
Baretha,25.5258,87.4485,India
Gharyala,31.2294,74.7352,India
Dumri,26.8648,84.3767,India
Torpa,22.9361,85.0889,India
Makhar,25.7693,86.6025,India
Babhantoli,26.2168,88.3249,India
Nagambhotlapalem,15.6804,79.8151,India
Harpur Bhindi,25.7746,85.6563,India
Borim,15.3604,74.0004,India
Honwad,16.81,75.42,India
Nahargarh,24.1692,75.2342,India
Anandpur,25.6192,84.8673,India
Parmanpur,26.1457,87.3122,India
Pasupatikovil,10.8893,79.1795,India
Kamthi,14.5,79.4167,India
Belsara,26.0152,87.2023,India
Bhargaon,26.075,87.1483,India
Dumra,25.5907,87.0614,India
Kopparam,16.0841,79.9874,India
Lakkireddipalle,14.1667,78.7,India
Basdeopur,25.3909,86.6821,India
Periyanegamam,10.7432,77.103,India
Elattur,11.3866,77.308,India
Momanpet,17.5175,77.8981,India
Sulagiri,12.6645,78.0134,India
Hasanpura,26.0751,84.3618,India
Khasbalanda,22.5881,88.6887,India
Nonea,26.9746,84.8768,India
Telkapalli,16.45,78.4667,India
Kiramangalam,10.2859,79.0996,India
Eriyodu,10.5172,78.0627,India
Chewara,25.0756,85.9277,India
Kaithahi,26.3488,86.1521,India
Sarmera,25.2564,85.7988,India
Sainkhera,22.9589,78.5782,India
Rampur Parhat,25.5916,87.1622,India
Dharir,22.3337,88.7324,India
Yadavolu,17.0619,81.4729,India
Loharda,22.5918,76.5957,India
Latteri,12.9712,79.0685,India
Mangalpur Gudaria,26.6513,84.4832,India
Harsola,22.5694,75.8165,India
Lalmunia Munhara,26.5741,86.4012,India
Panchi,25.1123,85.6321,India
Miani,31.7092,75.5661,India
Sukhsena,25.6881,87.1194,India
Katigang,25.4157,87.8245,India
Parauli,26.2227,84.7042,India
Ponnada,18.2536,83.9012,India
Bakharia,26.7666,84.6619,India
Harpur,25.6537,86.3288,India
Tajpur,25.9022,84.5055,India
Kanteru,16.3906,80.5425,India
Veppattur,11.0154,79.4344,India
Angwali,23.7317,85.9858,India
Kollankulam,8.7964,77.5681,India
Bagalur,12.8333,77.8667,India
Mehdipur,25.3902,86.7324,India
Jankampet,18.7067,78.0233,India
Trovagunta,15.5509,80.0589,India
Nagasamudram,15.0556,77.5004,India
Koduru,13.8692,77.7298,India
Badru Khan,30.2523,75.7917,India
Dombachcheri,9.9604,77.3909,India
Jhabrera,29.8091,77.7734,India
Balia,24.2433,75.8061,India
Wepangandla,15.9359,77.8417,India
Togamalai,10.7251,78.4108,India
Gangania,25.2395,86.6536,India
Phulhara,25.8937,86.13,India
Ghusiya,25.1832,84.2486,India
Rupana,30.407,74.5276,India
Jandiala,31.2157,75.6218,India
Mel Seval,8.6722,77.6147,India
Peddapuram,18.0289,79.7269,India
Pelagor,25.5992,87.7214,India
Devanakonda,15.5333,77.55,India
Perumuchchi,13.056,79.6755,India
Priol,15.4167,73.9833,India
Lagunia Raghukanth,25.8195,85.7725,India
Rettanai,12.1953,79.5526,India
Ratnagiri,13.8111,77.1301,India
Machalpur,24.1277,76.3167,India
Pakka Kalan,30.0323,74.8555,India
Tadas,15.1333,75.1167,India
Adigappadi,12.1459,78.0946,India
Kottaipatti,10.1533,77.7315,India
Potavaram,17.0194,81.4128,India
Hussepur,26.1801,84.9408,India
Arimalam,10.255,78.884,India
Cortalim,15.3978,73.9106,India
Harlakhi,26.6353,85.9842,India
Madhura,25.5418,87.5267,India
Chausa,25.5149,83.897,India
Madanpur,24.6554,84.5844,India
Vairampatti,10.5515,78.3022,India
Laheji,26.0957,84.4009,India
Indalvai,18.5403,78.2248,India
Tarawan,24.7295,85.2529,India
Salehpur,25.6119,87.2973,India
Motibennur,14.715,75.48,India
Krishnamsettipalle,15.3695,78.884,India
Bariariya Tola Rajpur,26.4567,84.7043,India
Ekangar Sarai,25.2234,85.2298,India
Chandankiari,23.5781,86.3598,India
Partibanur,9.5855,78.4545,India
Vadakku Ariyanayakipuram,8.7208,77.545,India
Satwar,26.2163,84.512,India
Kambaliyampatti,10.3671,78.1233,India
Para,23.5142,86.498,India
Konkavaripalle,13.7125,78.4861,India
Ghosrawan,25.091,85.578,India
Alipura,25.1753,79.3356,India
Kanyana,12.9,75.03,India
Patsanda,24.858,86.3008,India
Borgampad,17.65,80.8667,India
Suganwan,25.1176,85.0022,India
Atlapadu,16.7833,81.9,India
Korosavada,18.7256,84.0573,India
Potunuru,16.7442,81.2206,India
Kursaha,25.5588,85.6875,India
Dumri,25.8605,84.5512,India
Mohanpur,25.5507,85.3222,India
Khagaur,25.1744,86.1021,India
Vadapalanji,9.9266,78.0096,India
Madhopur,26.7474,84.7054,India
Valpoy,15.5324,74.1367,India
Rampur,25.1826,86.1465,India
Asarhi,25.2892,85.2189,India
Sirsa,26.2667,84.7403,India
Lepakshi,13.8032,77.6097,India
Petmanhalli,17.7688,77.5056,India
Madhopur,26.7333,85.05,India
Hirehadagalli,14.9267,75.8322,India
Kujri,26.2392,87.6366,India
Gonghaur,26.4346,86.216,India
Kharahara,24.9142,87.0006,India
Sujapur,25.4815,87.4435,India
Singanamane,13.7167,75.6333,India
Mallapuram,9.828,77.673,India
Kandulapuram,15.5976,79.1365,India
Mahinathpur,26.6554,86.0674,India
Haripura,34.041,74.7923,India
Talugai,11.3752,78.4822,India
Rupahi,26.411,92.74,India
Kilkunda,11.2569,76.6697,India
Tepperumalnallur,10.9694,79.4254,India
Koila Belwa,26.3753,84.9986,India
Madhurapur,25.9456,85.9759,India
Karghar,25.1267,83.9274,India
Mamdapur,16.14,74.81,India
Perket,18.7942,78.3068,India
Peravali,15.2861,77.4997,India
Baisa,25.3552,86.7246,India
Brahmanandapuram,16.9583,82.0056,India
Maldah,25.174,85.7599,India
Birpur Barapatti Pindraun,26.5475,86.3898,India
Tonse East,13.3963,74.7217,India
Dandkhora,25.5729,87.6472,India
Baragaon,24.5682,79.0185,India
Nanan,25.0905,85.5031,India
Maduvanalli,12.15,77.1,India
Sadiqpur Maraul,25.9966,85.5777,India
Paravada,17.6283,83.0793,India
Jettihalli,12.08,78.1193,India
Siruvalur,11.36,77.4575,India
Gaunivaripalle,13.9756,77.8768,India
Kirlampudi,17.1919,82.1825,India
Maharajapuram,9.6588,77.6631,India
Barnaon,25.4809,84.525,India
Lapanga,23.6333,85.377,India
Inungur,10.8507,78.4889,India
Vaddadi,17.8474,82.8729,India
Fatehabad,31.3811,75.0996,India
Raparla,15.9569,80.8703,India
Kannamangalam,12.7499,79.1518,India
Berikai,12.8056,77.971,India
Chakand,24.8907,84.9761,India
Rishivandiyam,11.817,79.1,India
Rampur Khajuriya,26.3923,84.7688,India
Bajwara,31.515,75.9494,India
Samalpur,25.1961,88.0419,India
Somireddipalle,14.8365,78.9062,India
Adyar,12.8756,74.9232,India
Minnampalli,11.6758,78.2676,India
Annavasal,10.4667,78.7,India
Koranampatti,11.6085,77.9049,India
Isua,25.233,85.843,India
Dobhawan,25.3987,85.7856,India
Takkali,8.2461,77.3186,India
Dharmavaram,18.2164,83.8856,India
Kothi,24.7526,80.7775,India
Vellaturu,16.1209,79.6508,India
Raoke Kalan,30.8219,75.1828,India
Karor,25.6018,86.093,India
Sundekuppam,12.4567,78.2125,India
Khiram,33.732,75.16,India
Alagarai,10.9826,78.3891,India
Mungod,17.0667,79.0667,India
Reddipalle,14.1993,78.0102,India
Achchippatti,10.6989,77.015,India
Mawai,24.8043,78.9388,India
Muhammadganj,26.1506,87.0792,India
Kottapalem,16.5787,79.8756,India
Erraballa,14.3971,78.1744,India
Villasagar,18.4736,78.9645,India
Gauli Palasiya,22.5323,75.7275,India
Mali,25.6549,86.7275,India
Sriremapuram,16.86,81.99,India
Semmarikulan,8.4815,77.9972,India
Silvarpatti,10.4473,77.9086,India
Shirbadgi,16.0417,75.9433,India
Dihri,25.3796,85.5376,India
Tansandra,13.0554,77.6342,India
Ramannapeta,17.2833,79.1,India
Manalurpettai,12.0079,79.0918,India
Idupugallu,16.4609,80.7543,India
Modavandisatyamangalam,11.2635,77.7285,India
Chinchinim,15.2,73.97,India
Devarapalle,17.9886,82.9811,India
Vedurupavaluru,16.5519,80.7309,India
Basaha,26.1329,86.748,India
Nagulapadu,16.309,80.371,India
Machchand,26.3241,79.0543,India
Dhantola,26.2016,88.1095,India
Baldeogarh,24.7562,79.0672,India
Pumalakkundu,9.8871,77.4498,India
Halgur,12.25,77.13,India
Lingampet,18.2383,78.1303,India
Reddigudem,16.8939,80.6917,India
Vettaikkaraniruppu,10.5739,79.8353,India
Majhgawan,23.4039,80.2098,India
Chianki,24.0051,84.1098,India
Puduppattanam,10.7626,79.1616,India
Damu,26.5461,85.982,India
Jogiara,26.4083,85.75,India
Suthalia,23.9955,77.1395,India
Erravaram,17.5458,82.8433,India
Pavittiram,11.1406,78.3631,India
Vutukuru,14.5778,80.1423,India
Rangamati,26.804,89.4392,India
Mahem,15.5796,73.926,India
Sambhu Chak,26.4081,84.9227,India
Kilakkurichchi,10.7645,78.7406,India
Kuduru,13.1081,77.1642,India
Dera Baba Nanak,32.0321,75.0292,India
Dholbaja,26.2674,87.2761,India
Pararia,25.6492,86.7501,India
Iraiyur,11.7834,79.197,India
Bimun,34.0588,74.7539,India
Barhauna,25.304,85.4216,India
Ukkali,16.59,75.96,India
Terakanambi,11.8,76.69,India
Keshwari,24.1878,85.8411,India
Kunnur,9.5882,77.7006,India
Valantaravai,9.339,78.8871,India
Silamalai,9.9621,77.3371,India
Pirojgarh,26.2769,86.4389,India
Kanakpur,24.4976,88.0361,India
Tanichchiyam,10.0412,78.0127,India
Pedda Kotayalanka,16.1567,80.8314,India
Golakpur,25.1777,85.0728,India
Satghara,26.3977,86.1678,India
Kharial,30.1056,75.8855,India
Valaiyampattu,12.6927,78.6347,India
Mettuppalaiyam,11.1747,78.4425,India
Chuhal,31.595,75.9684,India
Rajepur,25.5377,85.6228,India
Kondakindi Agraharam,14.679,77.7401,India
Datian,25.4379,87.8378,India
Rampatti,26.3333,86.15,India
Nallikodur,17.5811,79.75,India
Hire Megalageri,14.544,75.9776,India
Palepalli,12.5667,78.3071,India
Kalgi,17.35,77.15,India
Padugaipattu,8.3642,77.9815,India
Srisailain,16.0833,78.8667,India
Panasapadu,17.0185,82.2349,India
Kil Valur,10.7659,79.7419,India
Roddam,14.1,77.43,India
Sandalpur,25.5639,87.5082,India
Tiruchchuli,9.5348,78.2008,India
Kalakeri,16.6667,76.3,India
Karattuppalaiyam,11.4402,77.3575,India
Kalinagar,22.4206,88.8655,India
Koila,25.455,86.771,India
Dara,26.1546,86.4483,India
Ganapavaram,16.4314,80.0515,India
Darsur,25.9711,85.9148,India
Horti,17.17,75.96,India
Bilehra,23.6463,78.7311,India
Tirumangalakkudi,11.0214,79.4714,India
Lolokhur,26.4136,87.4012,India
Navinipatti,10.0439,78.3557,India
Bangaon,26.3081,87.8833,India
Bhataulia,26.4771,84.7789,India
Kottampatti,10.6705,77.0194,India
Dari,23.8283,85.2739,India
Manglur,15.5177,76.1476,India
Dahua,24.7742,87.0325,India
Hipparga,17.4568,76.3739,India
Daita,24.4548,87.8573,India
Sirdala,24.6559,85.4092,India
Belagola,13.3833,75.5833,India
Manteswar,23.4225,88.1075,India
Bellamkonda,16.4923,80.0089,India
Chakicherla,15.1127,80.0366,India
Shankarampet,18.049,77.9143,India
Valavandankottai,10.7667,78.8333,India
Atturkuppam,12.6,78.5423,India
Telpur,27.0548,84.3336,India
Soanpeta,18.9586,78.361,India
Ajjipuram,12.15,77.1,India
Velakkuttai,12.6519,78.6937,India
Kasarkod,14.25,74.4333,India
Laligam,12.05,78.15,India
Chitrada,17.0802,82.2469,India
Jamhra,25.7777,86.7899,India
Khiriawan,25.112,84.4017,India
Bomareddipalli,18.7044,79.1568,India
Sanjat,25.6046,86.0199,India
Jogaili,25.9096,87.4061,India
Basmanpur,26.6433,84.9789,India
Dhanga,26.463,86.0452,India
Bhirua,25.8509,86.3319,India
Satuluru,16.2541,80.1214,India
Pushpattur,10.5438,77.41,India
Hirni,25.8323,86.2806,India
Advi Devalpalli,16.6631,79.5139,India
Karariya,26.5249,84.791,India
Belpara,20.5889,82.9729,India
Tulin,23.37,85.9,India
Rewahi,26.2698,87.2124,India
Kodikkulam,9.9811,78.2121,India
Ennamangalam,11.6449,77.593,India
Jangalapalle,14.8844,79.9107,India
Sewa,24.8753,86.3257,India
Ommangi,17.2597,82.2236,India
Manubolu,14.1833,79.8833,India
Malingaon,26.5467,88.3337,India
Pachchampalaiyam,11.5723,77.6096,India
Bareh,26.6786,78.1887,India
Adamankottai,12.0742,78.1237,India
Bimawan,25.5111,84.4946,India
Dhanauli,26.0026,86.0251,India
Kenar,25.2916,85.7416,India
Virapandiyanpattanam,8.52,78.1181,India
Shankarpur,26.1821,87.1552,India
Karajgi,14.8641,75.4535,India
Bhagsar,30.4417,74.4023,India
Kattagaram,12.411,78.3153,India
Ankalgi,16.0333,74.7,India
Alawalpur,31.4967,75.5309,India
Rangasamudram,14.9852,78.9765,India
Rajhanpur,25.7885,86.4647,India
Kengarai,11.4144,76.9277,India
Chegur,17.1758,78.2298,India
Boriguma,19.0468,82.5532,India
Hadiaya,30.3413,75.5117,India
Ittikelakunta,16.6797,81.7094,India
Viravada,17.1194,82.211,India
Hosur,15.8201,74.9301,India
Kaimati,26.0854,89.615,India
Kanchanpur,24.6096,84.2361,India
Honwada,16.7333,77.9333,India
Kamdoli,15.2048,75.2549,India
Ekhari,26.5246,86.3071,India
Makri,24.386,83.5559,India
Dhauni,24.9901,87.0011,India
Kannandahalli,12.4164,78.3803,India
Doiwala,30.176,78.124,India
Velpuru,16.1775,80.7425,India
Marai Kalan,24.0211,85.3506,India
Elambalur,11.2669,78.8816,India
Bendrahalli,12.2642,78.3223,India
Majhariya Sheikh,26.7356,84.642,India
Mangasamudram,13.2291,79.0909,India
Madarpakkam,13.4439,80.0018,India
Ammanabrolu,15.5802,80.1488,India
Peryavaram,13.9317,79.6075,India
Narayanraopet,18.2114,78.7794,India
Jamunia,25.3676,87.0477,India
Patut,25.4658,84.814,India
Tiruvaduturai,11.0379,79.5215,India
Satravada,13.3201,79.5488,India
Tovala,8.2482,77.5278,India
Tuminkatti,14.4131,75.6206,India
Itamukkala,15.3731,80.113,India
Kolnur,18.5095,79.426,India
Valkurti,18.7171,79.3823,India
Basapatna,15.4302,76.4869,India
Nandamuru,16.64,81.98,India
Kokiladanga,26.3452,89.5157,India
Satgachia,23.2641,88.16,India
Venkatapuram,18.2232,79.9516,India
Gobindpura,30.2805,75.0187,India
Chilpur,18.2388,79.4529,India
Sundarapandiyam,9.6127,77.6738,India
Swamimalai,10.9575,79.3293,India
Basudebpur,21.8256,87.619,India
Padarti,15.469,80.183,India
Javagallu,13.3,76.0667,India
Elurupadu,16.5167,81.35,India
Bayyavaram,17.6638,82.942,India
Pariyari,25.2128,84.7829,India
Ugargol,15.78,75.12,India
Ippagudem,17.7668,79.3751,India
Malior,25.39,87.8473,India
Tellar,12.4011,79.553,India
Jamunamukh,26.1015,92.7426,India
Chada,17.4992,79.0756,India
Thathupur,25.9731,86.0296,India
Malipakar,25.3567,87.9005,India
Majhaulia,25.9635,85.5738,India
Gangaura Behra,25.9541,86.5482,India
Kandra,22.8517,86.0519,India
Avalurpet,12.38,79.3465,India
Baghduma,24.8223,87.0116,India
Mangalam,11.6368,79.2806,India
Siddarampuram,15.53,76.636,India
Banbhag,25.7919,87.414,India
Chunakhali,22.301,88.7951,India
Anjukulippatti,10.2444,78.0794,India
Kishanpura Kalan,30.9337,75.3499,India
Atari,31.6008,74.6056,India
Kodakkal,13.0685,79.4149,India
Reddippatti,11.21,78.2166,India
Elurpatti,11.0234,78.2844,India
Nathana,30.3155,75.0931,India
Arrapalli,18.0718,79.7386,India
Uttumalai,8.9916,77.5318,India
Indurti,18.2233,79.1355,India
